식당명,주소,위도,경도,거리(km),"{ name: '식당명', address: '주소', latitude: 위도, longitude: 경도, distance: 거리(km) },",,,,,
우지커피 판교H스퀘어점,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 105호 ,37.40206682,127.1086466,1.76,"{ name: '우지커피 판교H스퀘어점', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 105호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
원조감자탕 일미집 판교점,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 127호 ,37.40206682,127.1086466,1.76,"{ name: '원조감자탕 일미집 판교점', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 127호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
자연횟집(판교),"경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 123호, 124호 ",37.40206682,127.1086466,1.76,"{ name: '자연횟집(판교)', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 123호, 124호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
차엔,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 126호 ,37.40206682,127.1086466,1.76,"{ name: '차엔', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 126호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
커피기업 판교H스퀘어점,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 117호 ,37.40206682,127.1086466,1.76,"{ name: '커피기업 판교H스퀘어점', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 117호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
코멧츠,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 107호,37.40206682,127.1086466,1.76,"{ name: '코멧츠', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 107호', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
투썸플레이스 판교테크노벨리점,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 111호 ,37.40206682,127.1086466,1.76,"{ name: '투썸플레이스 판교테크노벨리점', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 111호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
트러스트스페셜티커피(TRUST Specialty coffee) 판교점,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 101호 ,37.40206682,127.1086466,1.76,"{ name: '트러스트스페셜티커피(TRUST Specialty coffee) 판교점', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 101호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
하품스베이크,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 106호 ,37.40206682,127.1086466,1.76,"{ name: '하품스베이크', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 106호 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
해도락,"경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 130,131,132호 일부 ",37.40206682,127.1086466,1.76,"{ name: '해도락', address: '경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 130,131,132호 일부 ', latitude: 37.40206682, longitude: 127.1086466, distance: 1.76 },",,,,,
수하담,"경기도 성남시 분당구 판교동 511-5 1층, 2층 ",37.39985943,127.0963593,1.77,"{ name: '수하담', address: '경기도 성남시 분당구 판교동 511-5 1층, 2층 ', latitude: 37.39985943, longitude: 127.0963593, distance: 1.77 },",,,,,
농협한우 참다운 정육식당,경기도 성남시 분당구 판교동 511-6 지하1층 B01호 ,37.39973239,127.0959015,1.79,"{ name: '농협한우 참다운 정육식당', address: '경기도 성남시 분당구 판교동 511-6 지하1층 B01호 ', latitude: 37.39973239, longitude: 127.0959015, distance: 1.79 },",,,,,
세븐일레븐 판교낙생점,경기도 성남시 분당구 판교동 512 낙생빌딩 101호 일부 ,37.39977685,127.0951912,1.8,"{ name: '세븐일레븐 판교낙생점', address: '경기도 성남시 분당구 판교동 512 낙생빌딩 101호 일부 ', latitude: 37.39977685, longitude: 127.0951912, distance: 1.8 },",,,,,
파파존스 판교점,경기도 성남시 분당구 판교동 512 낙생빌딩 2층 204호 ,37.39977685,127.0951912,1.8,"{ name: '파파존스 판교점', address: '경기도 성남시 분당구 판교동 512 낙생빌딩 2층 204호 ', latitude: 37.39977685, longitude: 127.0951912, distance: 1.8 },",,,,,
DoubleTerrace 더블테라스,경기도 성남시 분당구 판교동 512-1 2층 ,37.39960338,127.0953251,1.81,"{ name: 'DoubleTerrace 더블테라스', address: '경기도 성남시 분당구 판교동 512-1 2층 ', latitude: 37.39960338, longitude: 127.0953251, distance: 1.81 },",,,,,
자온,"경기도 성남시 수정구 금토동 65-3 1층 일부(103,104)호 ",37.41952002,127.0786062,1.82,"{ name: '자온', address: '경기도 성남시 수정구 금토동 65-3 1층 일부(103,104)호 ', latitude: 37.41952002, longitude: 127.0786062, distance: 1.82 },",,,,,
헬로우버디 판교밸리점,경기도 성남시 수정구 금토동 87-2 1층 ,37.41875978,127.0784022,1.82,"{ name: '헬로우버디 판교밸리점', address: '경기도 성남시 수정구 금토동 87-2 1층 ', latitude: 37.41875978, longitude: 127.0784022, distance: 1.82 },",,,,,
(주)풀무원푸드앤컬처 쿡앱스,경기도 성남시 분당구 삼평동 670 유스페이스1 159호 전부 ,37.40069544,127.1069887,1.83,"{ name: '(주)풀무원푸드앤컬처 쿡앱스', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 159호 전부 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
7에스프레소,경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B118호 ,37.40069544,127.1069887,1.83,"{ name: '7에스프레소', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B118호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
GTS버거 판교점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 B117호 ,37.40128518,127.1086462,1.83,"{ name: 'GTS버거 판교점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 B117호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
Thai87(타이팔칠),"경기도 성남시 분당구 삼평동 670 유스페이스1, 1층 137호 ",37.40069544,127.1069887,1.83,"{ name: 'Thai87(타이팔칠)', address: '경기도 성남시 분당구 삼평동 670 유스페이스1, 1층 137호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
가르텐,경기도 성남시 분당구 삼평동 670 유스페이스1.   지하1층  B126호 ,37.40069544,127.1069887,1.83,"{ name: '가르텐', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   지하1층  B126호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
가장맛있는족발,"경기도 성남시 분당구 삼평동 670 유스페이스1 143, 155, 156 ",37.40069544,127.1069887,1.83,"{ name: '가장맛있는족발', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 143, 155, 156 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
감성쪽갈비,경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  211호 ,37.40069544,127.1069887,1.83,"{ name: '감성쪽갈비', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  211호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
감성커피 판교H스퀘어점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 117호 ,37.40128518,127.1086462,1.83,"{ name: '감성커피 판교H스퀘어점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 117호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
강릉엄지네꼬막집 판교점,경기도 성남시 분당구 삼평동 670 2층 204호 ,37.40069544,127.1069887,1.83,"{ name: '강릉엄지네꼬막집 판교점', address: '경기도 성남시 분당구 삼평동 670 2층 204호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
고쿠텐 판교점,"경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B104호, B105호 ",37.40128518,127.1086462,1.83,"{ name: '고쿠텐 판교점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B104호, B105호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
국밥공방,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 101호 ,37.40128518,127.1086462,1.83,"{ name: '국밥공방', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 101호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
국수의진수,경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B123호 ,37.40069544,127.1069887,1.83,"{ name: '국수의진수', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B123호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
군산오징어판교테크노밸리점,경기도 성남시 분당구 삼평동 670 유스페이스 A동 310호 ,37.40069544,127.1069887,1.83,"{ name: '군산오징어판교테크노밸리점', address: '경기도 성남시 분당구 삼평동 670 유스페이스 A동 310호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
규카츠정 판교점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 115호 ,37.40128518,127.1086462,1.83,"{ name: '규카츠정 판교점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 115호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
기네스1759,"경기도 성남시 분당구 삼평동 670 유스페이스1 1층 118호, 119호 ",37.40069544,127.1069887,1.83,"{ name: '기네스1759', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 118호, 119호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
기름짜는김밥집,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 118호 ,37.40128518,127.1086462,1.83,"{ name: '기름짜는김밥집', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 118호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
김밥천국,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B119호 ,37.40128518,127.1086462,1.83,"{ name: '김밥천국', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B119호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
까사논나,경기도 성남시 분당구 삼평동 670 유스페이스1 1층 132호 ,37.40069544,127.1069887,1.83,"{ name: '까사논나', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 132호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
끌리마,경기도 성남시 분당구 삼평동 670 유스페이스1 A동 1층 115호 ,37.40069544,127.1069887,1.83,"{ name: '끌리마', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 A동 1층 115호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
나진국밥 판교점,경기도 성남시 분당구 삼평동 670 2층 237호 ,37.40069544,127.1069887,1.83,"{ name: '나진국밥 판교점', address: '경기도 성남시 분당구 삼평동 670 2층 237호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
낚시꾼 김춘복의 도시어부 판교점,경기도 성남시 분당구 삼평동 670 유스페이스1 ,37.40069544,127.1069887,1.83,"{ name: '낚시꾼 김춘복의 도시어부 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
냉장고,경기도 성남시 분당구 삼평동 670 유스페이스1.   1층  121호 ,37.40069544,127.1069887,1.83,"{ name: '냉장고', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   1층  121호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
달맞이국밥,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B102호 ,37.40128518,127.1086462,1.83,"{ name: '달맞이국밥', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B102호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
달빛어시장,경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  210호 ,37.40069544,127.1069887,1.83,"{ name: '달빛어시장', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  210호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
더피크닉,"경기도 성남시 분당구 삼평동 670 유스페이스1, 130호 ",37.40069544,127.1069887,1.83,"{ name: '더피크닉', address: '경기도 성남시 분당구 삼평동 670 유스페이스1, 130호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
도시하누 판교,경기도 성남시 분당구 삼평동 670 유스페이스1 203호,37.40069544,127.1069887,1.83,"{ name: '도시하누 판교', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 203호', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
듬박이찌개 판교점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 128호,37.40128518,127.1086462,1.83,"{ name: '듬박이찌개 판교점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 128호', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
라무진,경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  236호 ,37.40069544,127.1069887,1.83,"{ name: '라무진', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  236호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
락앤웍,"경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B107,B108,B109호 ",37.40128518,127.1086462,1.83,"{ name: '락앤웍', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B107,B108,B109호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
로뚜뚜 커피,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B118호 ,37.40128518,127.1086462,1.83,"{ name: '로뚜뚜 커피', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B118호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
루와,경기도 성남시 분당구 삼평동 670 유스페이스1 1층 (A동) 135호 ,37.40069544,127.1069887,1.83,"{ name: '루와', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 (A동) 135호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
리치앤,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 122호,37.40128518,127.1086462,1.83,"{ name: '리치앤', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 122호', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
마마스포,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 123호 ,37.40128518,127.1086462,1.83,"{ name: '마마스포', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 123호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
마케집 판교점,"경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 (A동) B110호, B111호 ",37.40069544,127.1069887,1.83,"{ name: '마케집 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 (A동) B110호, B111호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
마키아티,경기도 성남시 분당구 삼평동 670 유스페이스1 1층 129호 ,37.40069544,127.1069887,1.83,"{ name: '마키아티', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 129호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
마포갈비집 판교점,경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  239호 ,37.40069544,127.1069887,1.83,"{ name: '마포갈비집 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   2층  239호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
막창막장,경기도 성남시 분당구 삼평동 670 유스페이스1 2층 234호 ,37.40069544,127.1069887,1.83,"{ name: '막창막장', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 2층 234호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
만랩커피 판교점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 108호 ,37.40128518,127.1086462,1.83,"{ name: '만랩커피 판교점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 108호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
명동칼국수ㆍ샤브샤브 판교테크노밸리점,"경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B131,B132호 ",37.40128518,127.1086462,1.83,"{ name: '명동칼국수ㆍ샤브샤브 판교테크노밸리점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B131,B132호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
문막집,경기도 성남시 분당구 삼평동 670 유스페이스1 1층 128호,37.40069544,127.1069887,1.83,"{ name: '문막집', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 128호', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
미메이라,"경기도 성남시 분당구 삼평동 670 유스페이스1, 지하1층 120호",37.40069544,127.1069887,1.83,"{ name: '미메이라', address: '경기도 성남시 분당구 삼평동 670 유스페이스1, 지하1층 120호', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
바스버거 판교테크노밸리점,경기도 성남시 분당구 삼평동 670 유스페이스1. 지하1층 B128-3호 ,37.40069544,127.1069887,1.83,"{ name: '바스버거 판교테크노밸리점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1. 지하1층 B128-3호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
방이옥 판교점,경기도 성남시 분당구 삼평동 670 유스페이스 1동  2층  209-4호 ,37.40069544,127.1069887,1.83,"{ name: '방이옥 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스 1동  2층  209-4호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
버거킹 판교유스페이스점,경기도 성남시 분당구 삼평동 670 유스페이스1 1층 104호 ,37.40069544,127.1069887,1.83,"{ name: '버거킹 판교유스페이스점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 104호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
베어스타코(판교점),경기도 성남시 분당구 삼평동 680 에이치스퀘어에스동 지하1층 116호,37.40128518,127.1086462,1.83,"{ name: '베어스타코(판교점)', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어에스동 지하1층 116호', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
비눔 Vinum,경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B106호 ,37.40069544,127.1069887,1.83,"{ name: '비눔 Vinum', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B106호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
빅피쉬,경기도 성남시 분당구 삼평동 670 1층 145호 ,37.40069544,127.1069887,1.83,"{ name: '빅피쉬', address: '경기도 성남시 분당구 삼평동 670 1층 145호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
빈티지1988,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동1층 101호 ,37.40128518,127.1086462,1.83,"{ name: '빈티지1988', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동1층 101호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
삼대곱창,경기도 성남시 분당구 삼평동 670 유스페이스1   2층 202호 ,37.40069544,127.1069887,1.83,"{ name: '삼대곱창', address: '경기도 성남시 분당구 삼평동 670 유스페이스1   2층 202호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
삼산회관 판교유스페이스점,경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B108호 ,37.40069544,127.1069887,1.83,"{ name: '삼산회관 판교유스페이스점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B108호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
샐러드박스 판교 H 스퀘어점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 ,37.40128518,127.1086462,1.83,"{ name: '샐러드박스 판교 H 스퀘어점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
생활맥주(판교유스페이스점),경기도 성남시 분당구 삼평동 670 유스페이스1.    1층  142호 ,37.40069544,127.1069887,1.83,"{ name: '생활맥주(판교유스페이스점)', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.    1층  142호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
서호돈가스,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 124호 ,37.40128518,127.1086462,1.83,"{ name: '서호돈가스', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 124호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
소마(SOMA),경기도 성남시 분당구 삼평동 670 유스페이스1 3층 326호 ,37.40069544,127.1069887,1.83,"{ name: '소마(SOMA)', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 3층 326호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
소바니우동,경기도 성남시 분당구 삼평동 670 유스페이스1 지1층 B122호,37.40069544,127.1069887,1.83,"{ name: '소바니우동', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지1층 B122호', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
수 숯불직화꼬치구이,경기도 성남시 분당구 삼평동 670 유스페이스1 ,37.40069544,127.1069887,1.83,"{ name: '수 숯불직화꼬치구이', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
숯불재벌장어,"경기도 성남시 분당구 삼평동 670 유스페이스1 103-1 , 103-2 ",37.40069544,127.1069887,1.83,"{ name: '숯불재벌장어', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 103-1 , 103-2 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
스마일쿡,경기도 성남시 분당구 삼평동 680 에이치스퀘어 S동 지하1층 112호 ,37.40128518,127.1086462,1.83,"{ name: '스마일쿡', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 S동 지하1층 112호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
스시가오,경기도 성남시 분당구 삼평동 670 유스페이스1.   지하1층  B121호 ,37.40069544,127.1069887,1.83,"{ name: '스시가오', address: '경기도 성남시 분당구 삼평동 670 유스페이스1.   지하1층  B121호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
스시쿤판교,경기도 성남시 분당구 삼평동 670 유스페이스1 B115호,37.40069544,127.1069887,1.83,"{ name: '스시쿤판교', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 B115호', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
스시히로,경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B109호 ,37.40069544,127.1069887,1.83,"{ name: '스시히로', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B109호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
스타벅스 판교유스페이스점,"경기도 성남시 분당구 삼평동 670 유스페이스1, 226,227호 ",37.40069544,127.1069887,1.83,"{ name: '스타벅스 판교유스페이스점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1, 226,227호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
스타벅스판교에이치스퀘어,경기도 성남시 분당구 삼평동 680 에스동  112호 ,37.40128518,127.1086462,1.83,"{ name: '스타벅스판교에이치스퀘어', address: '경기도 성남시 분당구 삼평동 680 에스동  112호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
스튜디오지구(studio ZIGU),경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B116호 ,37.40069544,127.1069887,1.83,"{ name: '스튜디오지구(studio ZIGU)', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B116호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
시올돈(판교유스페이스점),경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B113호 ,37.40069544,127.1069887,1.83,"{ name: '시올돈(판교유스페이스점)', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 지하1층 B113호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
신라마라탕,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B133호 ,37.40128518,127.1086462,1.83,"{ name: '신라마라탕', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B133호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
쌀베베 판교점,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 104호 ,37.40128518,127.1086462,1.83,"{ name: '쌀베베 판교점', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 104호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
아이스걸크림보이 판교점,경기도 성남시 분당구 삼평동 670 유스페이스1 2층 228호 ,37.40069544,127.1069887,1.83,"{ name: '아이스걸크림보이 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 2층 228호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
앤쏠로지커피 판교점,"경기도 성남시 분당구 삼평동 670 유스페이스1, 131호 ",37.40069544,127.1069887,1.83,"{ name: '앤쏠로지커피 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1, 131호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
양문 판교점,경기도 성남시 분당구 삼평동 670 유스페이스1 235호,37.40069544,127.1069887,1.83,"{ name: '양문 판교점', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 235호', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
양우양꼬치,"경기도 성남시 분당구 삼평동 670 유스페이스1 1층 144호, 152호, 153호, 154호 ",37.40069544,127.1069887,1.83,"{ name: '양우양꼬치', address: '경기도 성남시 분당구 삼평동 670 유스페이스1 1층 144호, 152호, 153호, 154호 ', latitude: 37.40069544, longitude: 127.1069887, distance: 1.83 },",,,,,
예술작품을 빚다 비즐,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 126호 ,37.40128518,127.1086462,1.83,"{ name: '예술작품을 빚다 비즐', address: '경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 1층 126호 ', latitude: 37.40128518, longitude: 127.1086462, distance: 1.83 },",,,,,
